motionName,frameNumber,speedX,speedY,hitAreaLeft,hitAreaRight,hitAreaUp,hitAreaDown,state,attack.hitAreaLeft,attack.hitAreaRight,attack.hitAreaUp,attack.hitAreaDown,attack.speedX,attack.speedY,attack.StartUp,attack.Interval,attack.Repeat,attack.Active,attack.HitDamege,attack.GuardDamage,attack.StartAddEnergy,attack.HitAddEnergy,attack.GuardAddEnergy,attack.GiveEnergy,attack.ImpactX,attack.ImpactY,attack.GiveGuardRecov,attack.KnockBack,attack.HitStop,attack.AttackType,attack.DownProp,attack.ImageHandle,cancelAbleFrame,cancelAbleMotionLevel,motionLevel,control,landingFlag,Image
CROUCH_RECOV,28,0,0,180,220,150,305,CROUCH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,null,-1,-1,10,FALSE,FALSE,CROUCH_RECOV
AIR_RECOV,59,0,0,180,220,100,305,AIR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,null,-1,-1,10,FALSE,TRUE,AIR_RECOV
CHANGE_DOWN,6,0,0,180,220,100,305,DOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,null,-1,-1,10,FALSE,FALSE,CHANGE_DOWN
DOWN,20,0,0,180,220,100,305,DOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,null,-1,-1,10,FALSE,FALSE,DOWN
RISE,28,0,0,180,220,100,305,DOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,null,-1,-1,10,FALSE,FALSE,RISE
LANDING,4,0,0,180,220,100,305,STAND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,null,-1,-1,10,FALSE,FALSE,LANDING
THROW_A,30,0,0,180,220,100,305,STAND,240,295,180,220,0,0,7,10,1,4,10,0,0,50,0,10,0,0,0,0,0,4,FALSE,null,-1,-1,10,FALSE,FALSE,CROUCH_A
THROW_B,30,0,0,180,220,100,305,STAND,240,295,180,220,0,0,13,10,1,4,20,0,0,50,0,10,0,0,0,0,0,4,FALSE,null,-1,-1,10,FALSE,FALSE,CROUCH_A
THROW_HIT,30,0,0,180,220,100,305,STAND,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,null,-1,-1,10,FALSE,FALSE,CROUCH_FA
THROW_SUFFER,60,7,-25,180,220,100,305,AIR,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,null,-1,-1,10,FALSE,FALSE,THROW_SUFFER
STAND_A,19,0,0,180,220,100,305,STAND,220,300,160,180,0,0,4,0,0,5,8,0,0,30,15,10,5,0,10,5,2,1,FALSE,null,13,6,7,FALSE,FALSE,STAND_A
STAND_B,20,0,0,180,220,100,305,STAND,220,275,210,245,0,0,4,0,0,7,12,0,0,30,15,10,5,-5,10,5,2,1,FALSE,null,18,6,7,FALSE,FALSE,STAND_B
CROUCH_A,17,0,0,180,220,150,305,CROUCH,240,295,180,220,0,0,5,0,0,4,15,0,0,30,15,10,5,0,10,5,2,3,FALSE,null,14,6,7,FALSE,FALSE,CROUCH_A
CROUCH_B,17,0,0,180,220,150,305,CROUCH,240,300,280,305,0,0,4,0,0,8,25,0,0,30,15,10,5,0,10,5,2,3,FALSE,null,20,6,7,FALSE,FALSE,CROUCH_B
AIR_A,16,0,0,180,220,100,305,AIR,220,330,180,200,0,0,4,0,0,10,10,0,0,30,15,10,5,-5,10,5,2,2,FALSE,null,18,6,7,FALSE,TRUE,AIR_A
AIR_B,25,0,0,180,220,100,305,AIR,220,260,200,240,0,0,4,0,0,12,30,0,0,30,15,10,5,-5,10,5,2,2,FALSE,null,15,6,7,FALSE,TRUE,AIR_B
AIR_DA,40,0,0,180,220,150,305,AIR,240,300,280,305,0,0,4,0,0,8,20,0,0,30,15,10,5,0,10,5,2,2,FALSE,null,20,6,7,FALSE,FALSE,CROUCH_B
AIR_DB,41,0,0,180,220,150,305,AIR,280,380,280,305,0,0,10,0,0,12,30,0,0,30,15,10,15,0,10,5,2,2,FALSE,null,18,4,6,FALSE,FALSE,CROUCH_FB
STAND_FA,47,0,0,180,220,100,305,STAND,300,370,135,170,0,0,11,0,0,23,30,0,0,30,15,10,15,0,10,5,2,1,FALSE,null,18,4,6,FALSE,FALSE,STAND_FA
STAND_FB,40,0,0,180,220,100,305,STAND,270,380,160,180,0,0,12,0,0,10,45,0,0,30,15,10,10,0,10,5,2,2,FALSE,null,30,4,6,FALSE,FALSE,STAND_FB
CROUCH_FA,41,0,0,180,220,150,305,CROUCH,185,230,40,150,0,0,7,0,0,14,30,0,0,30,15,10,10,0,10,5,2,3,FALSE,null,17,4,6,FALSE,FALSE,CROUCH_FA
CROUCH_FB,60,0,0,180,220,150,305,CROUCH,280,380,280,305,0,0,10,0,0,12,45,0,0,30,15,10,15,0,10,5,2,3,TRUE,null,55,4,6,FALSE,FALSE,CROUCH_FB
AIR_FA,48,0,0,180,220,100,305,AIR,220,310,145,180,0,0,12,0,0,10,20,0,0,30,15,10,10,0,10,5,2,2,FALSE,null,12,4,6,FALSE,TRUE,AIR_FA
AIR_FB,54,0,0,180,220,100,305,AIR,220,300,180,255,0,0,6,0,0,12,30,0,0,30,15,10,10,0,10,5,2,2,FALSE,null,23,4,6,FALSE,TRUE,AIR_FB
AIR_UA,54,0,-5,180,220,100,305,AIR,185,230,40,150,0,0,4,0,0,5,20,0,0,30,15,10,5,0,10,5,2,2,FALSE,null,13,6,7,FALSE,FALSE,CROUCH_FA
AIR_UB,54,5,-5,180,220,150,305,AIR,220,260,200,240,0,0,7,0,0,14,40,0,0,30,15,10,10,0,10,5,2,2,TRUE,null,17,4,6,FALSE,FALSE,AIR_B
STAND_D_DF_FA,54,0,0,180,220,100,256,STAND,128,208,150,210,6,0,13,10,1,80,50,20,-30,10,0,10,10,-10,15,5,2,1,FALSE,null,49,2,3,FALSE,FALSE,STAND_FB
STAND_D_DF_FB,54,0,0,180,220,100,305,STAND,128,208,150,210,6,-3,13,10,1,80,50,20,-30,10,0,10,15,-5,15,5,2,1,FALSE,null,49,2,3,FALSE,FALSE,AIR_FA
STAND_F_D_DFA,72,5,-15,180,220,100,305,STAND,220,330,180,200,0,0,4,0,0,10,40,20,-30,10,15,10,5,-5,10,5,2,2,FALSE,null,65,2,3,FALSE,TRUE,AIR_A
STAND_F_D_DFB,96,5,-25,180,220,100,305,STAND,220,260,200,240,0,0,4,0,0,12,70,35,-30,10,15,10,5,-5,10,5,2,2,TRUE,null,86,2,3,FALSE,TRUE,AIR_B
STAND_D_DB_BA,66,10,-22,180,220,100,305,AIR,220,330,180,200,0,0,4,10,1,6,70,35,-70,30,15,10,17,-5,15,5,2,2,TRUE,null,60,2,3,FALSE,FALSE,AIR_A
STAND_D_DB_BB,54,18,0,180,220,150,305,STAND,200,380,280,305,0,0,12,10,1,10,70,35,-50,20,15,10,10,-5,15,5,2,1,TRUE,null,-1,2,3,FALSE,FALSE,CROUCH_FB
AIR_D_DF_FA,36,5,0,180,220,100,305,AIR,280,380,280,305,0,0,10,0,0,12,60,30,-40,20,10,10,15,0,10,5,2,2,TRUE,null,32,2,3,FALSE,FALSE,CROUCH_FB
AIR_D_DF_FB,48,0,-8,180,220,100,305,AIR,128,208,250,300,6,3,10,0,0,80,50,25,-30,10,0,10,15,0,10,5,2,2,TRUE,null,43,2,3,FALSE,FALSE,CROUCH_FB
AIR_F_D_DFA,54,0,-20,180,220,150,305,AIR,240,295,180,220,0,0,5,0,0,4,60,30,-20,10,5,10,5,0,10,5,2,2,FALSE,null,49,2,3,FALSE,FALSE,CROUCH_A
AIR_F_D_DFB,36,10,-10,180,220,150,305,AIR,240,295,180,220,0,0,5,0,0,4,60,30,-30,10,10,10,5,0,10,5,2,2,FALSE,null,32,2,3,FALSE,FALSE,CROUCH_A
AIR_D_DB_BA,60,15,-5,180,220,100,305,AIR,220,330,180,200,0,0,4,0,0,10,70,35,-50,30,15,10,5,-5,10,5,2,2,FALSE,null,54,2,3,FALSE,TRUE,AIR_A
AIR_D_DB_BB,60,15,-5,180,220,100,305,AIR,220,260,200,240,0,0,4,0,0,12,80,40,-50,30,15,10,5,-5,10,5,2,2,FALSE,null,54,2,3,FALSE,TRUE,AIR_B
STAND_D_DF_FC,48,35,0,180,220,150,305,CROUCH,240,295,180,220,0,0,6,10,1,40,300,100,-300,50,25,10,10,-5,15,5,2,3,TRUE,null,35,2,4,FALSE,FALSE,CROUCH_A
